Entry	Identifier	OmekaURL	Entry_Clean_Recon	EntriesID	EntriesIdentifier	SeeAlso	Comment	Column 1
Meißen	QGJ.v1.Loc.00859	https://undusting.org/jewish_sources/s/jewish_sources/item/17196	Meißen	2983/1|2983/3|2983/4|7278|7536|7544|7545|7736|7737	QGJ.v1.A0173.I0540.E03050|QGJ.v1.A0173.I0540.E03052|QGJ.v1.A0173.I0540.E03053|QGJ.v1.A0252.I0884.E07371|QGJ.v1.A0269.I0916.E07629|QGJ.v1.A0269.I0916.E07637|QGJ.v1.A0269.I0916.E07638|QGJ.v1.A0269.I0918.E07830|QGJ.v1.A0269.I0918.E07831			Meißen 2983/1, 2983/3, 2983/4,7278, 7536, 7544, 7545, 7736,7737
Mellingen	QGJ.v1.Loc.00860	https://undusting.org/jewish_sources/s/jewish_sources/item/17197	Mellingen	7971	QGJ.v1.A0286.I0967.E08065			Mellingen 7971
Mellrichsstadt	QGJ.v1.Loc.00861	https://undusting.org/jewish_sources/s/jewish_sources/item/17198	Mellrichsstadt	5519|6434	QGJ.v1.A0239.I0827.E05600|QGJ.v1.A0239.I0831.E06515			Mellrichsstadt 5519,6434
Memel	QGJ.v1.Loc.00862	https://undusting.org/jewish_sources/s/jewish_sources/item/17199	Memel	94/1|906	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0033.I0126.E00948			Memel 94/1,906
Memelsdorf	QGJ.v1.Loc.00863	https://undusting.org/jewish_sources/s/jewish_sources/item/17200	Memelsdorf	6342	QGJ.v1.A0239.I0831.E06423			Memelsdorf 6342
Memmelsdorf	QGJ.v1.Loc.00864	https://undusting.org/jewish_sources/s/jewish_sources/item/17201	Memmelsdorf	6553	QGJ.v1.A0239.I0837.E06634			Memmelsdorf 6553
Merchlingen	QGJ.v1.Loc.00865	https://undusting.org/jewish_sources/s/jewish_sources/item/17202	Merchlingen	4753	QGJ.v1.A0234.I0732.E04830			Merchlingen 4753
Merseburg (Reg.-Bez.)	QGJ.v1.Loc.00866	https://undusting.org/jewish_sources/s/jewish_sources/item/17203	Merseburg (Reg.-Bez.)	3795	QGJ.v1.A0186.I0612.E03877			Merseburg (Reg.-Bez.) 3795
Merseburg	QGJ.v1.Loc.00867	https://undusting.org/jewish_sources/s/jewish_sources/item/17204	Merseburg	2041|2128/7|2503|2504|2505|2506|2507|2508|2509|2833|2901|4119	QGJ.v1.A0108.I0332.E02095|QGJ.v1.A0109.I0338.E02188|QGJ.v1.A0140.I0415.E02570|QGJ.v1.A0140.I0415.E02571|QGJ.v1.A0140.I0415.E02572|QGJ.v1.A0140.I0416.E02573|QGJ.v1.A0140.I0417.E02574|QGJ.v1.A0140.I0417.E02575|QGJ.v1.A0140.I0418.E02576|QGJ.v1.A0159.I0482.E02900|QGJ.v1.A0165.I0522.E02968|QGJ.v1.A0196.I0643.E04196			Merseburg 2041, 2128/7, 2503-2509,2833,2901,4119
Merters	QGJ.v1.Loc.00868	https://undusting.org/jewish_sources/s/jewish_sources/item/17205	Merters	4975	QGJ.v1.A0235.I0757.E05052			Merters 4975
Merzbach	QGJ.v1.Loc.00869	https://undusting.org/jewish_sources/s/jewish_sources/item/17206	Merzbach	6334|7167|7231|7233	QGJ.v1.A0239.I0831.E06415|QGJ.v1.A0244.I0866.E07253|QGJ.v1.A0251.I0883.E07324|QGJ.v1.A0251.I0883.E07326			Merzbach 6334, 7167, 7231, 7233
Meseritz	QGJ.v1.Loc.00870	https://undusting.org/jewish_sources/s/jewish_sources/item/17207	Meseritz	94/1|1411|1412|3014|3389|4017|4270|4320|4753	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0066.I0203.E01459|QGJ.v1.A0066.I0203.E01460|QGJ.v1.A0176.I0546.E03091|QGJ.v1.A0185.I0588.E03466|QGJ.v1.A0196.I0638.E04094|QGJ.v1.A0196.I0643.E04347|QGJ.v1.A0196.I0648.E04397|QGJ.v1.A0234.I0732.E04830			Meseritz 94/1, 1411, 1412, 3014,3389,4017,4270,4320,4753
Meuselwitz	QGJ.v1.Loc.00871	https://undusting.org/jewish_sources/s/jewish_sources/item/17208	Meuselwitz	5404|7528|7529|7530|7531	QGJ.v1.A0236.I0801.E05481|QGJ.v1.A0268.I0915.E07621|QGJ.v1.A0268.I0915.E07622|QGJ.v1.A0268.I0915.E07623|QGJ.v1.A0268.I0915.E07624			Meuselwitz 5404,7528-7531
Mexiko	QGJ.v1.Loc.00872	https://undusting.org/jewish_sources/s/jewish_sources/item/17209	Mexiko	13|73|1962|2015	QGJ.v1.A0003.I0030.E00035|QGJ.v1.A0003.I0040.E00095|QGJ.v1.A0107.I0327.E02016|QGJ.v1.A0107.I0327.E02069			Mexiko 13, 73,1962,2015
Mez (?)	QGJ.v1.Loc.00873	https://undusting.org/jewish_sources/s/jewish_sources/item/17210	Mez (?)	5457	QGJ.v1.A0238.I0817.E05538			Mez (?) 5457
Michelfeld	QGJ.v1.Loc.00874	https://undusting.org/jewish_sources/s/jewish_sources/item/17211	Michelfeld	94/1	QGJ.v1.A0003.I0043.E00116			Michelfeld 94/1
Mihla, Rittergut	QGJ.v1.Loc.00875	https://undusting.org/jewish_sources/s/jewish_sources/item/17212	Mihla, Rittergut	5369|5370	QGJ.v1.A0235.I0797.E05446|QGJ.v1.A0235.I0797.E05447			Mihla, Rittergut 5369,5370
Militsch	QGJ.v1.Loc.00876	https://undusting.org/jewish_sources/s/jewish_sources/item/17213	Militsch	94/1	QGJ.v1.A0003.I0043.E00116			Militsch 94/1
Miloslaw	QGJ.v1.Loc.00877	https://undusting.org/jewish_sources/s/jewish_sources/item/17214	Miloslaw	94/1	QGJ.v1.A0003.I0043.E00116			Miloslaw 94/1
Minden	QGJ.v1.Loc.00878	https://undusting.org/jewish_sources/s/jewish_sources/item/17215	Minden	3/2	QGJ.v1.A0001.E00012			Minden 3/2
Mittelbach	QGJ.v1.Loc.00879	https://undusting.org/jewish_sources/s/jewish_sources/item/17216	Mittelbach	4370|4371	QGJ.v1.A0199.I0654.E04447|QGJ.v1.A0199.I0654.E04448			Mittelbach 4370-4371
Mittelstreu	QGJ.v1.Loc.00880	https://undusting.org/jewish_sources/s/jewish_sources/item/17217	Mittelstreu	5519	QGJ.v1.A0239.I0827.E05600			Mittelstreu 5519
Mittweida	QGJ.v1.Loc.00881	https://undusting.org/jewish_sources/s/jewish_sources/item/17218	Mittweida	4412|4413|4414|4415|4416|4681|4682|4683|4684|4685|4686|4687	QGJ.v1.A0202.I0662.E04489|QGJ.v1.A0202.I0662.E04490|QGJ.v1.A0202.I0662.E04491|QGJ.v1.A0202.I0662.E04492|QGJ.v1.A0202.I0662.E04493|QGJ.v1.A0226.I0719.E04758|QGJ.v1.A0226.I0720.E04759|QGJ.v1.A0226.I0721.E04760|QGJ.v1.A0226.I0722.E04761|QGJ.v1.A0226.I0723.E04762|QGJ.v1.A0226.I0723.E04763|QGJ.v1.A0226.I0723.E04764	Altmittweida		Mittweida 4412-4416, 4681-4687,
Mittwitz	QGJ.v1.Loc.00882	https://undusting.org/jewish_sources/s/jewish_sources/item/17219	Mittwitz	6826|6851	QGJ.v1.A0239.I0844.E06907|QGJ.v1.A0239.I0846.E06932			Mittwitz 6826,6851
Möckern	QGJ.v1.Loc.00883	https://undusting.org/jewish_sources/s/jewish_sources/item/17220	Möckern	2128/11	QGJ.v1.A0109.I0338.E02192			Möckern 2128/11
Möhrenbach	QGJ.v1.Loc.00884	https://undusting.org/jewish_sources/s/jewish_sources/item/17221	Möhrenbach	6438	QGJ.v1.A0239.I0831.E06519			Möhrenbach 6438
Mönchsroth	QGJ.v1.Loc.00885	https://undusting.org/jewish_sources/s/jewish_sources/item/17222	Mönchsroth	94/1	QGJ.v1.A0003.I0043.E00116			Mönchsroth 94/1
Mohrungen	QGJ.v1.Loc.00886	https://undusting.org/jewish_sources/s/jewish_sources/item/17223	Mohrungen	94/1	QGJ.v1.A0003.I0043.E00116			Mohrungen 94/1
Montevideo	QGJ.v1.Loc.00887	https://undusting.org/jewish_sources/s/jewish_sources/item/17224	Montevideo	2022	QGJ.v1.A0107.I0328.E02076			Montevideo 2022
Mosbach	QGJ.v1.Loc.00888	https://undusting.org/jewish_sources/s/jewish_sources/item/17225	Mosbach	94/1|5588	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0239.I0831.E05669			Mosbach 94/1, 5588
Moskau	QGJ.v1.Loc.00889	https://undusting.org/jewish_sources/s/jewish_sources/item/17226	Moskau	1917|1966	QGJ.v1.A0105.I0318.E01971|QGJ.v1.A0107.I0327.E02020			Moskau 1917,1966
Mühlbach	QGJ.v1.Loc.00890	https://undusting.org/jewish_sources/s/jewish_sources/item/17227	Mühlbach	4753	QGJ.v1.A0234.I0732.E04830			Mühlbach 4753
Mühlberg (Reg.bez. Erfurt)	QGJ.v1.Loc.00891	https://undusting.org/jewish_sources/s/jewish_sources/item/17228	Mühlberg (Reg.bez. Erfurt)	6171	QGJ.v1.A0239.I0831.E06252			Mühlberg (Reg.bez. Erfurt) 6171
Mühlfeld	QGJ.v1.Loc.00892	https://undusting.org/jewish_sources/s/jewish_sources/item/17229	Mühlfeld	6485|7027	QGJ.v1.A0239.I0834.E06566|QGJ.v1.A0239.I0850.E07108			Mühlfeld 6485, 7027
Mühlhausen	QGJ.v1.Loc.00893	https://undusting.org/jewish_sources/s/jewish_sources/item/17230	Mühlhausen	94/1|2128/5|2886|4808|5005|5284|5294|5301|5360|5361|5374|5455/4|5455/5|5512|7266|7532|7533|7534|7535|7536|7537|7538|7539|7540|7541|7542|7543|7544|7545|7546|7547|7548|7549|7550|7551|7552|7553|7554|7555|7556|7557|7558|7559|7560|7561|7562|7563|7564|7565|7566|7567|7568|7569|7570|7571|7572|7573|7574|7575|7576|7577|7578|7579|7580|7581|7582|7583|7584|7585|7586|7587|7588|7589|7590|7591|7592|7593|7594|7595|7596|7597|7598|7599|7600|7601|7602|7603|7604|7605|7606|7607|7608|7609|7610|7611|7612|7613|7614|7615|7616|7617|7618|7619|7620|7621|7622|7623|7624|7625|7626|7627|7628|7629|7630|7631|7632|7633|7634|7635|7636|7637|7638|7639|7640|7641|7642|7643|7644|7645|7646|7647|7648|7649|7650|7651|7652|7653|7654|7655|7656|7657|7658|7659|7660|7661|7662|7663|7664|7665|7666|7667|7668|7669|7670|7671|7672|7673|7674|7675|7676|7677|7678|7679|7680|7681|7682|7683|7684|7685|7686|7687|7688|7689|7690|7691|7692|7693|7694|7695|7696|7697|7698|7699|7700|7701|7702|7703|7704|7705|7706|7707|7708|7709|7710|7711|7712|7713|7714|7715|7716|7717|7761|7762	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0109.I0338.E02186|QGJ.v1.A0164.I0508.E02953|QGJ.v1.A0235.I0735.E04885|QGJ.v1.A0235.I0757.E05082|QGJ.v1.A0235.I0778.E05361|QGJ.v1.A0235.I0779.E05371|QGJ.v1.A0235.I0779.E05378|QGJ.v1.A0235.I0792.E05437|QGJ.v1.A0235.I0793.E05438|QGJ.v1.A0236.I0799.E05451|QGJ.v1.A0237.I0816.E05535|QGJ.v1.A0237.I0816.E05536|QGJ.v1.A0239.I0827.E05593|QGJ.v1.A0252.I0884.E07359|QGJ.v1.A0269.I0916.E07625|QGJ.v1.A0269.I0916.E07626|QGJ.v1.A0269.I0916.E07627|QGJ.v1.A0269.I0916.E07628|QGJ.v1.A0269.I0916.E07629|QGJ.v1.A0269.I0916.E07630|QGJ.v1.A0269.I0916.E07631|QGJ.v1.A0269.I0916.E07632|QGJ.v1.A0269.I0916.E07633|QGJ.v1.A0269.I0916.E07634|QGJ.v1.A0269.I0916.E07635|QGJ.v1.A0269.I0916.E07636|QGJ.v1.A0269.I0916.E07637|QGJ.v1.A0269.I0916.E07638|QGJ.v1.A0269.I0916.E07639|QGJ.v1.A0269.I0916.E07640|QGJ.v1.A0269.I0916.E07641|QGJ.v1.A0269.I0916.E07642|QGJ.v1.A0269.I0916.E07643|QGJ.v1.A0269.I0916.E07644|QGJ.v1.A0269.I0916.E07645|QGJ.v1.A0269.I0916.E07646|QGJ.v1.A0269.I0916.E07647|QGJ.v1.A0269.I0916.E07648|QGJ.v1.A0269.I0916.E07649|QGJ.v1.A0269.I0916.E07650|QGJ.v1.A0269.I0916.E07651|QGJ.v1.A0269.I0916.E07652|QGJ.v1.A0269.I0916.E07653|QGJ.v1.A0269.I0916.E07654|QGJ.v1.A0269.I0916.E07655|QGJ.v1.A0269.I0916.E07656|QGJ.v1.A0269.I0916.E07657|QGJ.v1.A0269.I0916.E07658|QGJ.v1.A0269.I0916.E07659|QGJ.v1.A0269.I0916.E07660|QGJ.v1.A0269.I0916.E07661|QGJ.v1.A0269.I0916.E07662|QGJ.v1.A0269.I0916.E07663|QGJ.v1.A0269.I0916.E07664|QGJ.v1.A0269.I0916.E07665|QGJ.v1.A0269.I0916.E07666|QGJ.v1.A0269.I0916.E07667|QGJ.v1.A0269.I0916.E07668|QGJ.v1.A0269.I0916.E07669|QGJ.v1.A0269.I0916.E07670|QGJ.v1.A0269.I0916.E07671|QGJ.v1.A0269.I0916.E07672|QGJ.v1.A0269.I0916.E07673|QGJ.v1.A0269.I0916.E07674|QGJ.v1.A0269.I0916.E07675|QGJ.v1.A0269.I0916.E07676|QGJ.v1.A0269.I0916.E07677|QGJ.v1.A0269.I0916.E07678|QGJ.v1.A0269.I0916.E07679|QGJ.v1.A0269.I0916.E07680|QGJ.v1.A0269.I0916.E07681|QGJ.v1.A0269.I0916.E07682|QGJ.v1.A0269.I0916.E07683|QGJ.v1.A0269.I0916.E07684|QGJ.v1.A0269.I0916.E07685|QGJ.v1.A0269.I0916.E07686|QGJ.v1.A0269.I0916.E07687|QGJ.v1.A0269.I0916.E07688|QGJ.v1.A0269.I0916.E07689|QGJ.v1.A0269.I0916.E07690|QGJ.v1.A0269.I0916.E07691|QGJ.v1.A0269.I0916.E07692|QGJ.v1.A0269.I0916.E07693|QGJ.v1.A0269.I0916.E07694|QGJ.v1.A0269.I0916.E07695|QGJ.v1.A0269.I0916.E07696|QGJ.v1.A0269.I0916.E07697|QGJ.v1.A0269.I0916.E07698|QGJ.v1.A0269.I0917.E07699|QGJ.v1.A0269.I0917.E07700|QGJ.v1.A0269.I0917.E07701|QGJ.v1.A0269.I0917.E07702|QGJ.v1.A0269.I0917.E07703|QGJ.v1.A0269.I0917.E07704|QGJ.v1.A0269.I0917.E07705|QGJ.v1.A0269.I0917.E07706|QGJ.v1.A0269.I0917.E07707|QGJ.v1.A0269.I0917.E07708|QGJ.v1.A0269.I0917.E07709|QGJ.v1.A0269.I0917.E07710|QGJ.v1.A0269.I0917.E07711|QGJ.v1.A0269.I0917.E07712|QGJ.v1.A0269.I0917.E07713|QGJ.v1.A0269.I0917.E07714|QGJ.v1.A0269.I0917.E07715|QGJ.v1.A0269.I0917.E07716|QGJ.v1.A0269.I0917.E07717|QGJ.v1.A0269.I0917.E07718|QGJ.v1.A0269.I0917.E07719|QGJ.v1.A0269.I0917.E07720|QGJ.v1.A0269.I0917.E07721|QGJ.v1.A0269.I0917.E07722|QGJ.v1.A0269.I0917.E07723|QGJ.v1.A0269.I0917.E07724|QGJ.v1.A0269.I0917.E07725|QGJ.v1.A0269.I0917.E07726|QGJ.v1.A0269.I0917.E07727|QGJ.v1.A0269.I0917.E07728|QGJ.v1.A0269.I0917.E07729|QGJ.v1.A0269.I0917.E07730|QGJ.v1.A0269.I0917.E07731|QGJ.v1.A0269.I0917.E07732|QGJ.v1.A0269.I0917.E07733|QGJ.v1.A0269.I0917.E07734|QGJ.v1.A0269.I0917.E07735|QGJ.v1.A0269.I0917.E07736|QGJ.v1.A0269.I0917.E07737|QGJ.v1.A0269.I0917.E07738|QGJ.v1.A0269.I0917.E07739|QGJ.v1.A0269.I0917.E07740|QGJ.v1.A0269.I0917.E07741|QGJ.v1.A0269.I0917.E07742|QGJ.v1.A0269.I0917.E07743|QGJ.v1.A0269.I0917.E07744|QGJ.v1.A0269.I0917.E07745|QGJ.v1.A0269.I0917.E07746|QGJ.v1.A0269.I0917.E07747|QGJ.v1.A0269.I0917.E07748|QGJ.v1.A0269.I0917.E07749|QGJ.v1.A0269.I0917.E07750|QGJ.v1.A0269.I0917.E07751|QGJ.v1.A0269.I0917.E07752|QGJ.v1.A0269.I0917.E07753|QGJ.v1.A0269.I0917.E07754|QGJ.v1.A0269.I0917.E07755|QGJ.v1.A0269.I0917.E07756|QGJ.v1.A0269.I0917.E07757|QGJ.v1.A0269.I0917.E07758|QGJ.v1.A0269.I0917.E07759|QGJ.v1.A0269.I0918.E07760|QGJ.v1.A0269.I0918.E07761|QGJ.v1.A0269.I0918.E07762|QGJ.v1.A0269.I0918.E07763|QGJ.v1.A0269.I0918.E07764|QGJ.v1.A0269.I0918.E07765|QGJ.v1.A0269.I0918.E07766|QGJ.v1.A0269.I0918.E07767|QGJ.v1.A0269.I0918.E07768|QGJ.v1.A0269.I0918.E07769|QGJ.v1.A0269.I0918.E07770|QGJ.v1.A0269.I0918.E07771|QGJ.v1.A0269.I0918.E07772|QGJ.v1.A0269.I0918.E07773|QGJ.v1.A0269.I0918.E07774|QGJ.v1.A0269.I0918.E07775|QGJ.v1.A0269.I0918.E07776|QGJ.v1.A0269.I0918.E07777|QGJ.v1.A0269.I0918.E07778|QGJ.v1.A0269.I0918.E07779|QGJ.v1.A0269.I0918.E07780|QGJ.v1.A0269.I0918.E07781|QGJ.v1.A0269.I0918.E07782|QGJ.v1.A0269.I0918.E07783|QGJ.v1.A0269.I0918.E07784|QGJ.v1.A0269.I0918.E07785|QGJ.v1.A0269.I0918.E07786|QGJ.v1.A0269.I0918.E07787|QGJ.v1.A0269.I0918.E07788|QGJ.v1.A0269.I0918.E07789|QGJ.v1.A0269.I0918.E07790|QGJ.v1.A0269.I0918.E07791|QGJ.v1.A0269.I0918.E07792|QGJ.v1.A0269.I0918.E07793|QGJ.v1.A0269.I0918.E07794|QGJ.v1.A0269.I0918.E07795|QGJ.v1.A0269.I0918.E07796|QGJ.v1.A0269.I0918.E07797|QGJ.v1.A0269.I0918.E07798|QGJ.v1.A0269.I0918.E07799|QGJ.v1.A0269.I0918.E07800|QGJ.v1.A0269.I0918.E07801|QGJ.v1.A0269.I0918.E07802|QGJ.v1.A0269.I0918.E07803|QGJ.v1.A0269.I0918.E07804|QGJ.v1.A0269.I0918.E07805|QGJ.v1.A0269.I0918.E07806|QGJ.v1.A0269.I0918.E07807|QGJ.v1.A0269.I0918.E07808|QGJ.v1.A0269.I0918.E07809|QGJ.v1.A0269.I0918.E07810|QGJ.v1.A0272.I0920.E07855|QGJ.v1.A0272.I0920.E07856			Mühlhausen 94/1, 2128/5, 2886,4808, 5005, 5284, 5294, 5301,5360,5361, 5374, 5455/4, 5455/5,5512,7266,7532-7717,7761,7762
Müllrose	QGJ.v1.Loc.00894	https://undusting.org/jewish_sources/s/jewish_sources/item/17231	Müllrose	1529	QGJ.v1.A0069.I0223.E01577			Müllrose 1529
München	QGJ.v1.Loc.00895	https://undusting.org/jewish_sources/s/jewish_sources/item/17232	München	2001|2005|4591|5509|7723|8045	QGJ.v1.A0107.I0327.E02055|QGJ.v1.A0107.I0327.E02059|QGJ.v1.A0216.I0698.E04668|QGJ.v1.A0239.I0827.E05590|QGJ.v1.A0269.I0918.E07814|QGJ.v1.A0296.I0978.E08136			München 2001, 2005, 4591, 5509,7723, 8045
Münchweiler	QGJ.v1.Loc.00896	https://undusting.org/jewish_sources/s/jewish_sources/item/17233	Münchweiler	6240	QGJ.v1.A0239.I0831.E06321			Münchweiler 6240
Münster	QGJ.v1.Loc.00897	https://undusting.org/jewish_sources/s/jewish_sources/item/17234	Münster	94/1|4708	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0230.I0727.E04785			Münster 94/1,4708
Münsterberg	QGJ.v1.Loc.00898	https://undusting.org/jewish_sources/s/jewish_sources/item/17235	Münsterberg	94/1	QGJ.v1.A0003.I0043.E00116			Münsterberg 94/1
Murowana-Goslin	QGJ.v1.Loc.00899	https://undusting.org/jewish_sources/s/jewish_sources/item/17236	Murowana-Goslin	94/1	QGJ.v1.A0003.I0043.E00116			Murowana-Goslin 94/1
Muskau	QGJ.v1.Loc.00900	https://undusting.org/jewish_sources/s/jewish_sources/item/17237	Muskau	2993|2994|2995	QGJ.v1.A0176.I0542.E03070|QGJ.v1.A0176.I0542.E03071|QGJ.v1.A0176.I0542.E03072			Muskau 2993-2995
Myslowitz	QGJ.v1.Loc.00901	https://undusting.org/jewish_sources/s/jewish_sources/item/17238	Myslowitz	94/1	QGJ.v1.A0003.I0043.E00116			Myslowitz 94/1
Näherstille	QGJ.v1.Loc.00902	https://undusting.org/jewish_sources/s/jewish_sources/item/17239	Näherstille	5897	QGJ.v1.A0239.I0831.E05978			Näherstille 5897
Nakel	QGJ.v1.Loc.00903	https://undusting.org/jewish_sources/s/jewish_sources/item/17240	Nakel	94/1	QGJ.v1.A0003.I0043.E00116			Nakel 94/1
Namslau	QGJ.v1.Loc.00904	https://undusting.org/jewish_sources/s/jewish_sources/item/17241	Namslau	94/1|4753	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0234.I0732.E04830			Namslau 94/1, 4753
Nassau	QGJ.v1.Loc.00905	https://undusting.org/jewish_sources/s/jewish_sources/item/17242	Nassau	7252	QGJ.v1.A0252.I0884.E07345			Nassau 7252
Nauen	QGJ.v1.Loc.00906	https://undusting.org/jewish_sources/s/jewish_sources/item/17243	Nauen	45|1547|1548|1549|1550|1551|1552|1553|1554|1555|1556|1557|1558|1559|1560|1561|1562|1564|1688|1689|1690|1691|1692|2264	QGJ.v1.A0003.I0037.E00067|QGJ.v1.A0073.I0231.E01595|QGJ.v1.A0073.I0231.E01596|QGJ.v1.A0073.I0231.E01597|QGJ.v1.A0073.I0231.E01598|QGJ.v1.A0073.I0231.E01599|QGJ.v1.A0073.I0231.E01600|QGJ.v1.A0073.I0231.E01601|QGJ.v1.A0073.I0231.E01602|QGJ.v1.A0073.I0231.E01603|QGJ.v1.A0073.I0231.E01604|QGJ.v1.A0073.I0231.E01605|QGJ.v1.A0073.I0231.E01606|QGJ.v1.A0073.I0231.E01607|QGJ.v1.A0073.I0231.E01608|QGJ.v1.A0073.I0232.E01609|QGJ.v1.A0073.I0233.E01610|QGJ.v1.A0074.I0234.E01612|QGJ.v1.A0089.I0278.E01736|QGJ.v1.A0089.I0278.E01737|QGJ.v1.A0089.I0278.E01738|QGJ.v1.A0089.I0278.E01739|QGJ.v1.A0089.I0278.E01740|QGJ.v1.A0128.I0372.E02338			Nauen 45, 1547-1562, 1564, 1688-1692,2264
Naugard	QGJ.v1.Loc.00907	https://undusting.org/jewish_sources/s/jewish_sources/item/17244	Naugard	163/1	QGJ.v1.A0006.I0053.E00200			Naugard 163/1
Naumburg	QGJ.v1.Loc.00908	https://undusting.org/jewish_sources/s/jewish_sources/item/17245	Naumburg	2128/8|2510|2511|2512|2513|2514|2515|2516|2517|2518|2519|2520|2521|2522|2523|2524|2525|2526|2527|2528|2529|2530|2531|2532|2533|2534|2535|2536|3018|2864|2865|4034|4841|4884|7600|7601	QGJ.v1.A0109.I0338.E02189|QGJ.v1.A0141.I0419.E02577|QGJ.v1.A0141.I0420.E02578|QGJ.v1.A0141.I0420.E02579|QGJ.v1.A0141.I0420.E02580|QGJ.v1.A0141.I0420.E02581|QGJ.v1.A0141.I0420.E02582|QGJ.v1.A0141.I0420.E02583|QGJ.v1.A0141.I0420.E02584|QGJ.v1.A0141.I0420.E02585|QGJ.v1.A0141.I0421.E02586|QGJ.v1.A0141.I0421.E02587|QGJ.v1.A0141.I0421.E02588|QGJ.v1.A0141.I0421.E02589|QGJ.v1.A0141.I0421.E02590|QGJ.v1.A0141.I0421.E02591|QGJ.v1.A0141.I0421.E02592|QGJ.v1.A0141.I0422.E02593|QGJ.v1.A0141.I0422.E02594|QGJ.v1.A0141.I0422.E02595|QGJ.v1.A0141.I0422.E02596|QGJ.v1.A0141.I0422.E02597|QGJ.v1.A0141.I0422.E02598|QGJ.v1.A0141.I0423.E02599|QGJ.v1.A0141.I0423.E02600|QGJ.v1.A0141.I0423.E02601|QGJ.v1.A0141.I0423.E02602|QGJ.v1.A0141.I0423.E02603|QGJ.v1.A0176.I0546.E03095|QGJ.v1.A0163.I0492.E02931|QGJ.v1.A0163.I0492.E02932|QGJ.v1.A0196.I0638.E04111|QGJ.v1.A0235.I0742.E04918|QGJ.v1.A0235.I0742.E04961|QGJ.v1.A0269.I0916.E07693|QGJ.v1.A0269.I0916.E07694			Naumburg 2128/8,2510-2536,3018,2864, 2865, 4034, 4841, 4884,7600, 7601
Neckar-Steinach	QGJ.v1.Loc.00909	https://undusting.org/jewish_sources/s/jewish_sources/item/17246	Neckar-Steinach	4753	QGJ.v1.A0234.I0732.E04830			Neckar-Steinach 4753
Neckarbischofsheim	QGJ.v1.Loc.00910	https://undusting.org/jewish_sources/s/jewish_sources/item/17247	Neckarbischofsheim	4753	QGJ.v1.A0234.I0732.E04830			Neckarbischofsheim 4753
Neisse	QGJ.v1.Loc.00911	https://undusting.org/jewish_sources/s/jewish_sources/item/17248	Neisse	94/1	QGJ.v1.A0003.I0043.E00116			Neisse 94/1
Nentershausen	QGJ.v1.Loc.00912	https://undusting.org/jewish_sources/s/jewish_sources/item/17249	Nentershausen	94/1	QGJ.v1.A0003.I0043.E00116			Nentershausen 94/1
Nesselröden	QGJ.v1.Loc.00913	https://undusting.org/jewish_sources/s/jewish_sources/item/17250	Nesselröden	4987	QGJ.v1.A0235.I0757.E05064			Nesselröden 4987
Netze-Distrikt	QGJ.v1.Loc.00914	https://undusting.org/jewish_sources/s/jewish_sources/item/17251	Netze-Distrikt	3/8|1829	QGJ.v1.A0002.E00018|QGJ.v1.A0101.I0303.E01883			Netze-Distrikt 3/8,1829
Neubeesen	QGJ.v1.Loc.00915	https://undusting.org/jewish_sources/s/jewish_sources/item/17252	Neubeesen	2128/2	QGJ.v1.A0109.I0338.E02183			Neubeesen 2128/2
Neubrandenburg	QGJ.v1.Loc.00916	https://undusting.org/jewish_sources/s/jewish_sources/item/17253	Neubrandenburg	140|162/6|162/9|998	QGJ.v1.A0005.I0044.E00166|QGJ.v1.A0006.I0053.E00193|QGJ.v1.A0006.I0053.E00196|QGJ.v1.A0040.I0151.E01040			Neubrandenburg 140, 162/6, 162/9,998
Neubrunn	QGJ.v1.Loc.00917	https://undusting.org/jewish_sources/s/jewish_sources/item/17254	Neubrunn	5542	QGJ.v1.A0239.I0828.E05623			Neubrunn 5542
Neubukow	QGJ.v1.Loc.00918	https://undusting.org/jewish_sources/s/jewish_sources/item/17255	Neubukow	94/1|162/4|989|998	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0006.I0053.E00191|QGJ.v1.A0039.I0148.E01031|QGJ.v1.A0040.I0151.E01040			Neubukow 94/1,162/4, 989,998
Neuchitel	QGJ.v1.Loc.00919	https://undusting.org/jewish_sources/s/jewish_sources/item/17256	Neuchitel	3/11	QGJ.v1.A0002.E00021			Neuchitel 3/11
Neudamm	QGJ.v1.Loc.00920	https://undusting.org/jewish_sources/s/jewish_sources/item/17257	Neudamm	1488	QGJ.v1.A0066.I0208.E01536			Neudamm 1488
Neudorf a. d. Spree	QGJ.v1.Loc.00921	https://undusting.org/jewish_sources/s/jewish_sources/item/17258	Neudorf a. d. Spree	3010|3024|3025	QGJ.v1.A0176.I0543.E03087|QGJ.v1.A0176.I0549.E03101|QGJ.v1.A0176.I0549.E03102			Neudorf a. d. Spree 3010, 3024,3025
Neuengamme (KZ)	QGJ.v1.Loc.00922	https://undusting.org/jewish_sources/s/jewish_sources/item/17259	Neuengamme (KZ)	1708	QGJ.v1.A0094.I0286.E01756			Neuengamme (KZ) 1708
